Date,Ticker,Open,High,Low,Close,Volume
2020-01-01,BHARTIARTL.NS,3031.072351738593,3070.49438125163,3001.0306793641303,3023.0176847186826,1000000
2020-01-02,BHARTIARTL.NS,3001.220086299931,3056.5570923150112,2995.3372779811257,3026.4650947063433,1000000
2020-01-03,BHARTIARTL.NS,2971.6630341478754,3017.244820465449,2935.8746956661585,2989.790370234675,1000000
2020-01-06,BHARTIARTL.NS,2980.4113617330663,2991.7147659336447,2945.012899285477,2961.474444009054,1000000
2020-01-07,BHARTIARTL.NS,3008.884517932317,3025.7991961188745,2999.0348158599877,3003.5190895192404,1000000
2020-01-08,BHARTIARTL.NS,2996.657030155248,3011.9437845563766,2943.7268772052203,2972.7967951539713,1000000
2020-01-09,BHARTIARTL.NS,2976.0414238294193,2988.719083228898,2935.8714979921565,2966.8532828865877,1000000
2020-01-10,BHARTIARTL.NS,3044.0145113847884,3077.81549677586,3028.400311397492,3073.4845261362293,1000000
2020-01-13,BHARTIARTL.NS,3088.0649924884547,3102.948873968084,3084.832092066966,3099.1722450500943,1000000
2020-01-14,BHARTIARTL.NS,3052.7633084136223,3074.9024593343884,3030.8903125484867,3065.2879053559236,1000000
2020-01-15,BHARTIARTL.NS,3016.4484742009854,3055.9317631615454,2965.3920788269934,2996.628035263767,1000000
2020-01-16,BHARTIARTL.NS,3003.6928970104364,3027.2646721819547,2971.0699378910954,2989.2155934688403,1000000
2020-01-17,BHARTIARTL.NS,3036.139042397578,3047.8678103649277,3027.961195105683,3039.785844768902,1000000
2020-01-20,BHARTIARTL.NS,3006.0358799641626,3024.1556547283026,2988.7593870474316,3003.3859167097653,1000000
2020-01-21,BHARTIARTL.NS,2997.096175124198,3039.7893834822476,2958.240068063805,3001.5596039027296,1000000
2020-01-22,BHARTIARTL.NS,2936.170564350254,2989.352753517884,2903.4400594012686,2964.0371814946698,1000000
2020-01-23,BHARTIARTL.NS,2917.291033691048,2941.075472933943,2907.24297024424,2939.738086696253,1000000
2020-01-24,BHARTIARTL.NS,2889.4053167402494,2916.0925555059757,2853.311249822743,2863.0760905091493,1000000
2020-01-27,BHARTIARTL.NS,2896.033872596921,2931.0219672530943,2847.5119310642067,2876.5611931689114,1000000
2020-01-28,BHARTIARTL.NS,2853.7705596963174,2909.6179850757426,2851.5267413010843,2882.4595998996115,1000000
2020-01-29,BHARTIARTL.NS,2992.899943486311,2993.113401257892,2965.6144919384883,2969.8819083112744,1000000
2020-01-30,BHARTIARTL.NS,2944.3720325856416,2997.1623512229803,2937.864480607241,2973.4608764521154,1000000
2020-01-31,BHARTIARTL.NS,2921.4143089644513,2956.3458735951494,2887.781151678412,2926.3282345563757,1000000
2020-02-03,BHARTIARTL.NS,3041.7003800758357,3043.7118920123953,2996.745342072516,3013.36688244035,1000000
2020-02-04,BHARTIARTL.NS,3004.9437640690885,3035.0683889035927,2972.0540557894465,3033.166001286508,1000000
2020-02-05,BHARTIARTL.NS,3012.423394725541,3051.3786845244017,2974.1934600357386,3041.9182519399137,1000000
2020-02-06,BHARTIARTL.NS,3062.755222579763,3064.65930447151,3020.041251020989,3037.7296237780756,1000000
2020-02-07,BHARTIARTL.NS,3054.4265413231765,3092.0429906668064,3015.1576478795637,3044.0438307548143,1000000
2020-02-10,BHARTIARTL.NS,2967.155421649861,2991.625741672766,2928.991682107792,2986.1700617419842,1000000
2020-02-11,BHARTIARTL.NS,2978.945131193723,3005.6126174109995,2968.0654220263077,2977.514979668016,1000000
2020-02-12,BHARTIARTL.NS,2978.3802937074324,3016.032058731294,2923.0395111931057,2960.3541149765038,1000000
2020-02-13,BHARTIARTL.NS,2993.5878520065467,2996.8535220432564,2973.6350335348416,2978.972308873617,1000000
2020-02-14,BHARTIARTL.NS,3047.2794371108766,3076.603226235004,3028.364331678023,3045.734726250483,1000000
2020-02-17,BHARTIARTL.NS,3107.807340575675,3132.2044003948563,3100.580837091844,3104.2077823619034,1000000
2020-02-18,BHARTIARTL.NS,3124.342905570377,3170.4557456230987,3094.440803218518,3133.8464206924637,1000000
2020-02-19,BHARTIARTL.NS,2991.848038223154,3036.3891908101327,2953.74176093146,3019.269655069,1000000
2020-02-20,BHARTIARTL.NS,2984.814887821402,2992.0419752078183,2975.2088825342994,2988.3660161084304,1000000
2020-02-21,BHARTIARTL.NS,2878.4018093725504,2880.036452565984,2857.9037901587817,2873.18102759407,1000000
2020-02-24,BHARTIARTL.NS,2962.156567517702,2964.9688404767503,2907.139895638931,2935.4650760490886,1000000
2020-02-25,BHARTIARTL.NS,2947.683402135168,2949.161909921964,2921.02169631255,2924.5928581147605,1000000
2020-02-26,BHARTIARTL.NS,2940.5976093841523,2957.79902992043,2888.761598850861,2912.131679047364,1000000
2020-02-27,BHARTIARTL.NS,2895.236085010136,2897.8374626948425,2837.916110427905,2867.2420186487598,1000000
2020-02-28,BHARTIARTL.NS,2914.896518395662,2973.4892187766964,2899.6460641991825,2940.569618515258,1000000
2020-03-02,BHARTIARTL.NS,2964.723226872969,2973.1840395645613,2923.244612573458,2943.3281952083216,1000000
2020-03-03,BHARTIARTL.NS,2945.302774063777,2957.754867422879,2927.954223441835,2932.8080534187807,1000000
2020-03-04,BHARTIARTL.NS,2919.2663119971457,2942.220245314447,2887.7813189192802,2937.012685049234,1000000
2020-03-05,BHARTIARTL.NS,2963.4877622575673,2995.234404809647,2941.1402865812174,2945.9496911026704,1000000
2020-03-06,BHARTIARTL.NS,2941.027210401519,2981.532569491524,2914.0688170985954,2934.1736100967814,1000000
2020-03-09,BHARTIARTL.NS,3034.307556580804,3073.913542445896,2985.363090105739,3009.1303207068427,1000000
2020-03-10,BHARTIARTL.NS,3054.884704311053,3130.9599850225236,3031.839876162201,3085.338755122782,1000000
2020-03-11,BHARTIARTL.NS,3102.6191799189355,3123.668005747153,3058.1934521176104,3087.7394440563644,1000000
2020-03-12,BHARTIARTL.NS,3025.7058848976785,3050.4816353440506,3006.618269770997,3034.3094201166805,1000000
2020-03-13,BHARTIARTL.NS,3070.2975874735866,3096.5046953514084,3029.817362217995,3051.5139164722373,1000000
2020-03-16,BHARTIARTL.NS,2998.5433701796705,3031.0822314649413,2961.6521301572034,3010.1846290480903,1000000
2020-03-17,BHARTIARTL.NS,3112.888600673886,3149.457765000632,3062.3457570455594,3097.7296945437533,1000000
2020-03-18,BHARTIARTL.NS,3201.7121695634683,3215.389775838356,3196.343168436415,3197.4270973382195,1000000
2020-03-19,BHARTIARTL.NS,3229.1112477759657,3284.176033669393,3214.595798185069,3242.155274629393,1000000
2020-03-20,BHARTIARTL.NS,3190.104509664276,3224.532089863615,3142.142904562588,3160.6721533663845,1000000
2020-03-23,BHARTIARTL.NS,3123.873423568325,3148.4404663566283,3077.0735518282995,3126.3465118957897,1000000
2020-03-24,BHARTIARTL.NS,3140.5305098849617,3167.270213686288,3090.360183466928,3109.6258739848645,1000000
2020-03-25,BHARTIARTL.NS,3032.3500273692184,3071.630616895265,2996.8298823627892,3051.8547609068355,1000000
2020-03-26,BHARTIARTL.NS,3012.012359673901,3053.9241522067887,2977.715898335928,3029.046278439483,1000000
2020-03-27,BHARTIARTL.NS,3050.4219334066447,3067.655415638517,3011.866368344753,3040.2917382499727,1000000
2020-03-30,BHARTIARTL.NS,3082.8648923253,3113.8810988741093,3042.9828976599215,3070.4476595268206,1000000
2020-03-31,BHARTIARTL.NS,3177.7483593489874,3193.394809938644,3137.3375987043546,3150.647342121634,1000000
2020-04-01,BHARTIARTL.NS,3164.072234075547,3174.431342950136,3120.7864615731964,3145.5957080546304,1000000
2020-04-02,BHARTIARTL.NS,3092.4065563028216,3137.7805790419948,3058.543616654415,3122.320654005886,1000000
2020-04-03,BHARTIARTL.NS,3052.310405011688,3062.416223809302,2991.4478013969165,3035.8269334601,1000000
2020-04-06,BHARTIARTL.NS,3025.3683289475657,3089.4591629950905,2986.4940521877606,3054.468052966427,1000000
2020-04-07,BHARTIARTL.NS,3030.9316442934073,3040.0954367874556,2986.9387516159477,3022.225231569756,1000000
2020-04-08,BHARTIARTL.NS,3024.075450636398,3055.0134925307,2990.0787425505096,3005.6546535522716,1000000
2020-04-09,BHARTIARTL.NS,2992.372128882639,3031.4318974055436,2960.1182625861147,2966.9351101747684,1000000
2020-04-10,BHARTIARTL.NS,2909.122914927819,2937.7448661188123,2908.3413058789292,2930.449044370276,1000000
2020-04-13,BHARTIARTL.NS,2975.9910025539216,3000.5160470833107,2949.4111029677065,2971.4431273817945,1000000
2020-04-14,BHARTIARTL.NS,2978.5672474715684,3005.1355084582824,2926.783168183614,2964.5864974762285,1000000
2020-04-15,BHARTIARTL.NS,3035.308011005557,3073.5329298759348,3029.3913506380745,3059.634801125211,1000000
2020-04-16,BHARTIARTL.NS,2979.73130107062,3024.633125890432,2960.6359747316824,2985.569463538289,1000000
2020-04-17,BHARTIARTL.NS,3087.579960029601,3128.5415706474555,3032.627318319886,3061.2824656694083,1000000
2020-04-20,BHARTIARTL.NS,3029.5891037118226,3061.8413938330023,2983.168137358307,3026.4929164458467,1000000
2020-04-21,BHARTIARTL.NS,2999.093465516044,3052.6998993565558,2995.2489530245994,3019.6328183473247,1000000
2020-04-22,BHARTIARTL.NS,3035.666626411897,3065.6470203374406,3029.9485473899363,3047.6348149703304,1000000
2020-04-23,BHARTIARTL.NS,3095.7844171783713,3153.535604593456,3055.9001620655595,3110.329310098572,1000000
2020-04-24,BHARTIARTL.NS,3161.179704526265,3178.620284462547,3118.1954212634637,3176.931492209536,1000000
2020-04-27,BHARTIARTL.NS,3227.7553385079677,3275.518552323226,3189.064301850111,3243.6427139960315,1000000
2020-04-28,BHARTIARTL.NS,3254.332258658472,3271.3523473163436,3202.6963615017294,3225.9882465418405,1000000
2020-04-29,BHARTIARTL.NS,3358.016080049931,3364.884099211623,3331.295203364807,3346.973875760203,1000000
2020-04-30,BHARTIARTL.NS,3360.875504325563,3428.5491243390193,3335.067881736713,3386.5751321954835,1000000
2020-05-01,BHARTIARTL.NS,3154.7659777483555,3214.651410543759,3111.068323275405,3180.8877410426817,1000000
2020-05-04,BHARTIARTL.NS,3211.527204252852,3233.379443899229,3151.88665963421,3181.33394913589,1000000
2020-05-05,BHARTIARTL.NS,3142.6410199642064,3175.626562800795,3132.325170617583,3154.3386966618696,1000000
2020-05-06,BHARTIARTL.NS,3133.2851279380116,3163.5205089185647,3087.7384853446733,3132.0225691294604,1000000
2020-05-07,BHARTIARTL.NS,3194.5922936398283,3219.9127904750676,3149.624658260688,3172.279794774331,1000000
2020-05-08,BHARTIARTL.NS,3175.177463229229,3194.6813099816036,3143.5557798833597,3190.982341455485,1000000
2020-05-11,BHARTIARTL.NS,3164.487151056419,3190.453507775751,3109.724455385062,3144.4573483385143,1000000
2020-05-12,BHARTIARTL.NS,3249.1858963868845,3266.3073870295843,3205.3823800655914,3243.147601785382,1000000
2020-05-13,BHARTIARTL.NS,3170.5603220661383,3178.514503017609,3135.772989165119,3155.4213748457055,1000000
2020-05-14,BHARTIARTL.NS,3080.0612751475915,3082.909204973714,3051.7409079582185,3065.7334520388304,1000000
2020-05-15,BHARTIARTL.NS,2965.9848240673628,3031.724892822109,2933.868057840261,2995.2512782841823,1000000
2020-05-18,BHARTIARTL.NS,3000.660996634067,3027.4985810576927,2975.262057353093,3021.5902741701548,1000000
2020-05-19,BHARTIARTL.NS,3030.3665661499654,3064.6610109270146,3023.3462390495215,3043.2614480644875,1000000
2020-05-20,BHARTIARTL.NS,2966.744829987133,3002.0566817778067,2927.286293544516,2990.3704536974055,1000000
2020-05-21,BHARTIARTL.NS,2959.8703244929216,2987.5330731178906,2945.06897469644,2951.7773430201864,1000000
2020-05-22,BHARTIARTL.NS,2963.4759098890395,2994.5682489858386,2912.7877123904923,2949.9341474856524,1000000
2020-05-25,BHARTIARTL.NS,2901.5789232580564,2901.8969919819433,2870.845418356748,2883.1738921220513,1000000
2020-05-26,BHARTIARTL.NS,2948.602777237841,2958.624866339632,2899.9194439838548,2930.167973457389,1000000
2020-05-27,BHARTIARTL.NS,3010.525347049992,3063.3341613350635,2984.3731831979903,3026.1341451455933,1000000
2020-05-28,BHARTIARTL.NS,3005.064173725703,3035.9946125316387,2992.917804797428,3013.292694172676,1000000
2020-05-29,BHARTIARTL.NS,3043.3310963959016,3075.639934661073,3031.202928886513,3033.5940634624308,1000000
2020-06-01,BHARTIARTL.NS,3023.9734184270033,3048.2866027991718,3008.0915066977914,3038.8557109180338,1000000
2020-06-02,BHARTIARTL.NS,3103.2422968721444,3155.5323169921503,3101.195041160374,3125.366411362158,1000000
2020-06-03,BHARTIARTL.NS,3250.4288909792094,3263.6090721367755,3250.17900182726,3253.132011672153,1000000
2020-06-04,BHARTIARTL.NS,3219.6031502827536,3232.6715872483537,3191.405128449314,3227.1594037265295,1000000
2020-06-05,BHARTIARTL.NS,3201.000700312285,3231.646148077717,3155.267147879665,3227.618174240077,1000000
2020-06-08,BHARTIARTL.NS,3281.3257086946633,3306.9462592620744,3268.2048663681467,3284.3332842032714,1000000
2020-06-09,BHARTIARTL.NS,3309.2758180301644,3351.973485348593,3300.0522051527746,3306.35599328319,1000000
2020-06-10,BHARTIARTL.NS,3220.8252266229283,3244.1708546622167,3206.637278541409,3242.163839549414,1000000
2020-06-11,BHARTIARTL.NS,3089.520243917341,3138.532310867172,3045.6800516911217,3120.0983368178822,1000000
2020-06-12,BHARTIARTL.NS,3077.185834449492,3100.492225478854,3070.065941177057,3079.71886050582,1000000
2020-06-15,BHARTIARTL.NS,3108.292610614798,3127.059212062619,3076.4578301508877,3099.267602979548,1000000
2020-06-16,BHARTIARTL.NS,3075.21065102146,3085.642866563031,3061.8415440515664,3072.19184649792,1000000
2020-06-17,BHARTIARTL.NS,3001.5829036004898,3032.2900391601256,2957.9930626593004,3003.5530571599697,1000000
2020-06-18,BHARTIARTL.NS,2942.658528569303,2991.9659965322876,2931.3690820496413,2965.7391188782917,1000000
2020-06-19,BHARTIARTL.NS,3068.852821687599,3123.5823542259236,3061.9158333605574,3079.8912322981655,1000000
2020-06-22,BHARTIARTL.NS,3007.910811455434,3036.782243076324,2988.0914878795684,3006.4382636137625,1000000
2020-06-23,BHARTIARTL.NS,2973.5220565776312,2987.9285344130635,2964.805289900612,2985.1247096390002,1000000
2020-06-24,BHARTIARTL.NS,2949.175292989136,2988.7747205720393,2921.5062664377683,2951.503596017272,1000000
2020-06-25,BHARTIARTL.NS,3043.3089675174533,3079.013171412903,3004.836864728013,3073.1626342540526,1000000
2020-06-26,BHARTIARTL.NS,2992.1247150931495,2993.564035576467,2970.2943040865152,2978.3661226866247,1000000
2020-06-29,BHARTIARTL.NS,2939.4572754705086,2953.7139093397877,2907.292936286075,2928.2901402427688,1000000
2020-06-30,BHARTIARTL.NS,2956.042360208527,2959.134793645782,2902.7234032190195,2930.7109193139495,1000000
2020-07-01,BHARTIARTL.NS,2933.1363618162773,2982.0135062886234,2932.046433075091,2939.5444485492894,1000000
2020-07-02,BHARTIARTL.NS,3028.350345396396,3045.7026406636887,3002.825599456489,3007.815621941475,1000000
2020-07-03,BHARTIARTL.NS,3070.049981663391,3100.6974577697147,3066.729743142655,3071.0286934965948,1000000
2020-07-06,BHARTIARTL.NS,3009.3756470410876,3063.6679632489863,2982.257229049657,3024.6150562468015,1000000
2020-07-07,BHARTIARTL.NS,3065.5821624675846,3090.8005869617796,3008.632162298847,3042.988760437241,1000000
2020-07-08,BHARTIARTL.NS,3046.564792310772,3051.8270261001576,2991.5315962792674,3030.471578415046,1000000
2020-07-09,BHARTIARTL.NS,2978.9803028822093,3037.907158662941,2973.2272361936925,3000.0909531284797,1000000
2020-07-10,BHARTIARTL.NS,3067.4630863624134,3080.317637550497,3035.182012124518,3063.015231748766,1000000
2020-07-13,BHARTIARTL.NS,3058.346095182805,3077.9984347755353,3050.9893489307724,3077.8223298463727,1000000
2020-07-14,BHARTIARTL.NS,3161.2040176950595,3184.402879275785,3120.0359768632848,3180.629346318512,1000000
2020-07-15,BHARTIARTL.NS,3238.216003443141,3255.8592167509496,3193.9064957445416,3210.8555816919825,1000000
2020-07-16,BHARTIARTL.NS,3241.438755239251,3298.0823438304137,3229.1214671914518,3272.112432886821,1000000
2020-07-17,BHARTIARTL.NS,3063.1184026164347,3103.820042795811,3031.9673607365717,3089.96491435694,1000000
2020-07-20,BHARTIARTL.NS,3118.2476438396684,3149.3596747306656,3088.031065055962,3094.280163980786,1000000
2020-07-21,BHARTIARTL.NS,3113.1771413239376,3148.618930419965,3090.6568468767027,3120.9456569724125,1000000
2020-07-22,BHARTIARTL.NS,3139.804097802659,3173.9113897888033,3104.2446291764404,3153.9271589115638,1000000
2020-07-23,BHARTIARTL.NS,3224.6487956438773,3303.443287588565,3222.6209172672516,3256.1556465824597,1000000
2020-07-24,BHARTIARTL.NS,3318.53907024241,3327.2287512248176,3248.6993077927623,3297.1593767406407,1000000
2020-07-27,BHARTIARTL.NS,3193.725203366206,3255.273242610785,3153.158217686278,3213.264817407724,1000000
2020-07-28,BHARTIARTL.NS,3231.067496590275,3282.0620862684627,3205.7407370374435,3248.380128890608,1000000
2020-07-29,BHARTIARTL.NS,3314.6565427089995,3342.6519027130366,3283.287246317779,3304.478451255941,1000000
2020-07-30,BHARTIARTL.NS,3285.633236380826,3296.365196172489,3219.2116110218826,3261.3212053064813,1000000
2020-07-31,BHARTIARTL.NS,3225.9895293297086,3258.0566013126386,3201.3315232066916,3232.1372643265076,1000000
2020-08-03,BHARTIARTL.NS,3287.209366611339,3311.1820267849785,3260.8375797896865,3284.5914695873466,1000000
2020-08-04,BHARTIARTL.NS,3312.038146811936,3314.5163042219287,3280.7985367400893,3283.6724961268583,1000000
2020-08-05,BHARTIARTL.NS,3364.4470268464775,3366.860923625662,3310.903034797349,3358.5887629403182,1000000
2020-08-06,BHARTIARTL.NS,3375.434270618934,3410.323247717582,3346.3588411482915,3370.6130527585105,1000000
2020-08-07,BHARTIARTL.NS,3215.937376666879,3232.608312921801,3196.959354722472,3219.2297420250093,1000000
2020-08-10,BHARTIARTL.NS,3247.8590554114285,3268.4381393935287,3207.5282430041325,3222.236511122287,1000000
2020-08-11,BHARTIARTL.NS,3163.8280328266915,3216.225548418534,3152.519903262234,3194.664760483285,1000000
2020-08-12,BHARTIARTL.NS,3257.3676256152153,3283.60893360795,3214.2078886867057,3235.2443610296814,1000000
2020-08-13,BHARTIARTL.NS,3239.597220349975,3277.657722862952,3223.4347687080804,3263.1941415394904,1000000
2020-08-14,BHARTIARTL.NS,3215.767861360051,3219.719201116195,3196.821594148818,3198.695500784841,1000000
2020-08-17,BHARTIARTL.NS,3240.344836868151,3249.463002889443,3165.223961519552,3211.214799724108,1000000
2020-08-18,BHARTIARTL.NS,3236.319664688297,3293.3296574242913,3209.2808196684446,3246.6415598628364,1000000
2020-08-19,BHARTIARTL.NS,3263.950384270639,3320.124835477322,3221.564987325071,3276.157828087514,1000000
2020-08-20,BHARTIARTL.NS,3372.505093788107,3413.4303467700233,3312.103049082367,3343.0136598969193,1000000
